Invoice No.,Date,Customer,Branch / Warehouse,Salesman,Salesman Code,Salesman Name,Payment Mode,Gross Amount,Discount,Discount %,Tax,Round Off,Net Amount,Cost,Profit,Margin %,Quantity,Item Count,Status
AE-001369,03/04/2026,AGARWAL MEDICAL STORE(PERSUDIHPERSUDIH.JSR.,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,4915.49,294.92,6,231,0.43,4852,4426.4,425.6,8.77,35,13,POSTED
AE-001364,03/04/2026,SUNNY MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,3352.91,167.65,5,159.24,0.5,3345,3132.18,212.82,6.36,20,6,POSTED
AE-001368,03/04/2026,MAA MEDICAL HALL              ADITYAPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,958.55,28.76,3,46.5,174.71,1151,877.75,273.25,23.74,16,5,POSTED
AE-001365,03/04/2026,BABA MEDICAL                  GOLMURI,AGARWAL ENTERPRISES-FINAL,#53 - AGARWAL.DIST,#53,AGARWAL.DIST,CREDIT,5095.29,203.86,4,292.38,0.19,5184,4916.82,267.18,5.15,36,11,POSTED
AE-001363,03/04/2026,HEALTH MART                   SUNDERNAGA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3694.3,147.88,4,177.32,0.26,3724,3341.67,382.33,10.27,42,14,POSTED
AE-001358,03/04/2026,JEEVAN JYOTI MEDICALS         SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,254.28,7.63,3,12.34,0.01,259,228.86,30.14,11.64,2,1,POSTED
AE-001362,03/04/2026,SHAW MEDICALS                 KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2591.93,58.52,2.26,126.68,-0.09,2660,2403.61,256.39,9.64,12,10,POSTED
AE-001361,03/04/2026,TATA 1MG HEALTHCARE SOLUTIONS BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2773.32,194.14,7,128.96,-0.14,2708,2570.79,137.21,5.07,23,7,POSTED
AE-001359,03/04/2026,HEALTH POINT                  BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2575.4,154.53,6,121.04,0.09,2542,2317.88,224.12,8.82,14,5,POSTED
AE-001360,03/04/2026,DOCTORS MEDICAL               SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,14451.08,722.62,5,686.42,0.12,14415,13338.28,1076.72,7.47,91,12,POSTED
AE-001357,03/04/2026,KIRAN MEDICALS                SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,5611.21,224.46,4,269.3,-0.05,5656,5050.02,605.98,10.71,40,9,POSTED
AE-001356,03/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,179.05,10.74,6,8.42,0.27,177,161.14,15.86,8.96,1,1,POSTED
AE-001354,03/04/2026,VINAYAK MEDICAL               TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,2669.12,80.08,3,129.46,0.5,2719,2456.52,262.48,9.65,23,10,POSTED
AE-001353,03/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6128.19,367.72,6,288.02,-0.49,6048,5648.49,399.51,6.61,48,13,POSTED
AE-001355,03/04/2026,HEALTH POINT                  BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,14101.82,640.4,4.54,673.06,-0.49,14134,12506.31,1627.69,11.52,102,15,POSTED
AE-001351,03/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3108.42,186.52,6,146.1,0,3068,2812.27,255.73,8.34,29,14,POSTED
AE-001349,03/04/2026,HEALTH POINT                  BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,13375.93,802.63,6,628.68,0.02,13202,11744.39,1457.61,11.04,120,16,POSTED
AE-001352,03/04/2026,NAV JYOTI MEDICALS            BARIGORA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,416.8,16.67,4,20,-0.13,420,375.12,44.88,10.69,1,1,POSTED
AE-001348,03/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5480.13,328.81,6,257.58,0.1,5409,4938.39,470.61,8.7,32,16,POSTED
AE-001347,03/04/2026,HEALTH POINT                  BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,21069.1,1264.29,6,990.24,-0.05,20795,20019.54,775.46,3.73,180,16,POSTED
AE-001346,03/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,9514.6,570.87,6,447.22,0.05,9391,8568.98,822.02,8.75,128,10,POSTED
AE-001344,03/04/2026,SHREE RAM MEDICINES           TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,954.91,38.19,4,45.84,0.44,963,860.43,102.57,10.65,6,3,POSTED
AE-001345,03/04/2026,SHREE SHYAM MEDICAL           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,5554.22,333.27,6,282.44,-0.39,5503,5140.08,362.92,6.59,51,17,POSTED
AE-001342,03/04/2026,SHREE SHYAM MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OZA - SUJAL/TRANSPORT,OZA,SUJAL/TRANSPORT,CREDIT,2247.9,134.87,6,105.64,0.33,2219,2040.52,178.48,8.04,12,3,POSTED
AE-001341,03/04/2026,NEW LAXMI MEDICAL             JUGSALAI,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,1415.66,56.63,4,67.96,0.01,1427,1197.46,229.54,16.09,6,3,POSTED
AE-001340,03/04/2026,SAI MEDICARE                  SONARI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1179.6,58.96,5,56.04,0.32,1177,1061.67,115.33,9.8,9,5,POSTED
AE-001350,03/04/2026,B.R.PHARMA                    BISTUPUR,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,5209.92,260.61,5,247.48,0.21,5197,4501.2,695.8,13.39,42,2,POSTED
AE-001337,03/04/2026,SUNSHINE HEALTHCARE           ADITYAPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,832.48,33.3,4,39.98,-0.16,839,749.26,89.74,10.7,8,4,POSTED
AE-001338,03/04/2026,SHREE MEDICARE                KADMA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3469.04,138.77,4,166.52,0.21,3497,3123.65,373.35,10.68,4,4,POSTED
AE-001343,03/04/2026,WE CARE POLYCLINIC            SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5276.03,211.05,4,253.26,-0.24,5318,5025.3,292.7,5.5,65,10,POSTED
AE-001339,03/04/2026,NATIONAL MEDICALS             MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3443.47,172.19,5,163.58,0.14,3435,3099.2,335.8,9.78,26,10,POSTED
AE-001335,03/04/2026,GUPTA MEDICAL AGENCY          MUSABANI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3838.71,115.16,3,186.2,0.25,3910,3525.89,384.11,9.82,23,6,POSTED
AE-001333,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,261.6,0,0,13.08,0.32,275,235.44,39.56,14.39,1,1,POSTED
AE-001334,03/04/2026,MOON MEDICAL                  GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,465.19,23.26,5,22.1,-0.03,464,418.68,45.32,9.77,8,3,POSTED
AE-001332,03/04/2026,LAXMI PHARMACEUTICALS         PARSUDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2536.48,152.18,6,119.22,0.48,2504,2341.31,162.69,6.5,17,6,POSTED
AE-001328,03/04/2026,NEW SAINI MEDICAL             ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,971.97,48.59,5,46.16,0.46,970,874.76,95.24,9.82,8,3,POSTED
AE-001327,03/04/2026,BAGBERA MEDICAL HALL          BAGBERA,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,698.28,27.93,4,33.5,0.15,704,628.47,75.53,10.73,6,2,POSTED
AE-001326,03/04/2026,BAGBERA MEDICAL HALL          BAGBERA,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,1000.43,40.02,4,48.02,-0.43,1008,905.75,102.25,10.14,23,5,POSTED
AE-001331,03/04/2026,B.M.MEDICALS                  MOUBHANDAR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1746.94,0,0,87.34,-0.28,1834,1572.25,261.75,14.27,29,5,POSTED
AE-001325,03/04/2026,NEW SAINI MEDICAL             ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,5025.01,251.27,5,238.66,-0.4,5012,4785.05,226.95,4.53,24,10,POSTED
AE-001329,03/04/2026,JAI MATA DI MEDICAL           MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2917.15,87.52,3,141.48,-0.11,2971,2677.07,293.93,9.89,23,9,POSTED
AE-001324,03/04/2026,ASHISH MEDICALS               TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,6067.32,242.68,4,291.24,0.12,6116,5626.11,489.89,8.01,57,15,POSTED
AE-001330,03/04/2026,GOPAL MEDICINE HOUSE          BARIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1309.44,52.38,4,62.86,0.08,1320,1202.76,117.24,8.88,13,4,POSTED
AE-001323,03/04/2026,MARYAM DAY CARE (REG)         MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2798.48,111.94,4,134.34,0.12,2821,2524.93,296.07,10.5,12,5,POSTED
AE-001320,03/04/2026,HEALTH CARE MEDICAL           MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1802.69,72.11,4,86.54,-0.12,1817,1542.52,274.48,15.11,14,6,POSTED
AE-001318,03/04/2026,NEW MEDICINE HOUSE            TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,570.19,22.81,4,27.38,0.24,575,513.18,61.82,10.75,4,4,POSTED
AE-001322,03/04/2026,ALL IN ONE MEDICO             SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,12292.2,614.6,5,583.9,0.5,12262,11165.27,1096.73,8.94,82,19,POSTED
AE-001315,03/04/2026,MEDIWISE                      SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,832.3,33.29,4,132.1,-0.11,931,749.08,181.92,19.54,7,2,POSTED
AE-001319,03/04/2026,HEALTHMATE PHARMA             NEW BARADWARI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,581.65,23.33,4.01,27.9,-0.22,586,578.57,7.43,1.27,21,2,POSTED
AE-001316,03/04/2026,P.P.PATEL MEDICAL STORE       BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2776,0.02,0,138.82,0.2,2915,2542.47,372.53,12.78,10,2,POSTED
AE-001321,03/04/2026,NEW KAUNTIA MEDICAL           BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2848.15,142.42,5,135.3,-0.03,2841,2791.59,49.41,1.74,31,5,POSTED
AE-001314,03/04/2026,MOON MEDICAL                  GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,1274.36,63.72,5,60.54,-0.18,1271,1318.72,-47.72,-3.75,8,2,POSTED
AE-001313,03/04/2026,RAJO MEDICALS                 KARANDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1406.04,70.31,5,66.84,0.43,1403,1273.6,129.4,9.22,15,9,POSTED
AE-001317,03/04/2026,SHREE SHYAM MEDICAL(DHALBHUMGADHALBHUMGA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,4998.53,299.92,6,234.96,0.43,4934,4513.85,420.15,8.52,46,17,POSTED
AE-001311,03/04/2026,MEDICINE CENTRE.              SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,16239.95,811.98,5,771.42,-0.39,16199,14934.08,1264.92,7.81,56,16,POSTED
AE-001310,03/04/2026,RAJO MEDICALS                 KARANDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3098.81,154.94,5,151.56,-0.43,3095,2861.43,233.57,7.55,28,14,POSTED
AE-001312,03/04/2026,MOON MEDICAL                  GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,4850.32,242.49,5,230.38,-0.21,4838,4410,428,8.85,53,13,POSTED
AE-001308,03/04/2026,NEW VIMAL MEDICAL             TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,2131.38,64.33,3.02,103.36,-0.41,2170,1930.51,239.49,11.04,124,8,POSTED
AE-001306,03/04/2026,COMPLETE PHARMA               SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,1175.84,47.05,4,56.46,-0.25,1185,1105.42,79.58,6.72,10,4,POSTED
AE-001305,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,684.19,0,0,34.2,-0.39,718,615.77,102.23,14.24,1,1,POSTED
AE-001304,03/04/2026,REMEDI PHARMA                BBISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4144.9,207.25,5,196.88,0.47,4135,3804.71,330.29,7.99,47,7,POSTED
AE-001307,03/04/2026,HEALTHMATE PHARMA             NEW BARADWARI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7293.65,291.9,4,350.1,0.15,7352,6966.54,385.46,5.24,59,3,POSTED
AE-001309,03/04/2026,SHREE SHYAM MEDICAL(DHALBHUMGADHALBHUMGA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,6296.74,377.76,6,295.96,0.06,6215,5792.87,422.13,6.79,76,16,POSTED
AE-001303,03/04/2026,JEEVAN JYOTI MEDICALS         SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,588.54,17.65,3,28.54,-0.43,599,529.69,69.31,11.57,5,2,POSTED
AE-001302,03/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3560.12,213.6,6,167.32,0.16,3514,3204.11,309.89,8.82,17,5,POSTED
AE-001301,03/04/2026,TODI MEDICAL STORES           SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,5742.5,273.12,4.76,273.46,0.16,5743,5742.51,0.49,0.01,20,6,POSTED
AE-001300,03/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,12663.65,759.81,6,595.2,-0.04,12499,11455.33,1043.67,8.35,44,14,POSTED
AE-001298,03/04/2026,RED CROSS MEDICAL             SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,16613.12,830.54,5,789.14,0.28,16572,15407.39,1164.61,7.03,70,7,POSTED
AE-001296,03/04/2026,NALANDA MEDICAL               BHUYADIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1569.6,78.48,5,74.54,0.34,1566,1432.82,133.18,8.5,9,5,POSTED
AE-001297,03/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,5376.51,322.63,6,252.74,0.38,5307,4838.87,468.13,8.82,37,15,POSTED
CN00023,03/04/2026,GUPTA MEDICAL                 SONARI,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1057.5,63.45,6,49.7,0.25,1044,951.75,92.25,8.84,3,1,RETURN
AE-001299,03/04/2026,BIHAR MEDICAL                 BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,2703.85,135.23,5,128.46,-0.08,2697,2552.47,144.53,5.36,22,6,POSTED
AE-001295,03/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,8161.17,489.66,6,383.58,-0.09,8055,7445.24,609.76,7.57,40,15,POSTED
AE-001294,03/04/2026,LAXMI MEDICALS(MANGO)         MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6068.31,364.12,6,285.22,-0.41,5989,5566.39,422.61,7.06,48,8,POSTED
CN00022,03/04/2026,KALPANA MEDICALS              PERSUDIH,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,342.88,20.58,6,16.12,-0.42,338,370.28,-32.28,-9.55,4,1,RETURN
AE-001292,03/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,846.73,50.8,6,39.78,0.29,836,762.05,73.95,8.85,6,4,POSTED
CN00021,03/04/2026,SHOBHA MEDICALS               KADMA,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,505.49,20.22,4,24.26,0.47,510,459.54,50.46,9.89,1,1,RETURN
AE-001287,03/04/2026,SHREE RAM MEDICINES           TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,2483.8,99.35,4,119.22,0.33,2504,2235.4,268.6,10.73,20,1,POSTED
AE-001291,03/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4772.75,286.39,6,224.32,0.32,4711,4618.22,92.78,1.97,37,15,POSTED
CN00020,03/04/2026,FAMILY CARE PHARMA            MANGO,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1067.81,53.39,5,50.72,-0.14,1065,961.03,103.97,9.76,1,1,RETURN
AE-001290,03/04/2026,HEALTHXPERT MEDICAL           BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,9953.28,597.19,6,467.8,0.11,9824,9005.12,818.88,8.34,44,2,POSTED
AE-001288,03/04/2026,SUBERNAREKHA MEDICAL          GHATSILA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,12143.2,364.29,3,588.96,0.13,12368,10928.5,1439.5,11.64,50,2,POSTED
AE-001286,03/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3431.97,205.92,6,161.28,-0.33,3387,3202.41,184.59,5.45,38,15,POSTED
AE-001289,03/04/2026,DIAMOND MEDICALS              JEMCO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1111.08,44.44,4,53.34,0.02,1120,999.96,120.04,10.72,5,3,POSTED
AE-001285,03/04/2026,RAVI MEDICAL                  BHALUBASA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1728.56,69.15,4,82.96,-0.37,1742,1566.38,175.62,10.08,11,6,POSTED
AE-001293,03/04/2026,BIHAR MEDICAL                 BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,5927.58,296.36,5,281.58,0.2,5913,5380.79,532.21,9,46,17,POSTED
AE-001284,03/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,5387.88,323.24,6,253.26,0.1,5318,5074.65,243.35,4.58,35,15,POSTED
AE-001281,03/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4917.37,295.03,6,231.16,0.5,4854,4437.38,416.62,8.58,51,15,POSTED
AE-001283,03/04/2026,SAI DRUG CENTRE               MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1284.35,51.38,4,61.64,0.39,1295,1155.92,139.08,10.74,4,3,POSTED
AE-001282,03/04/2026,KUNDU MEDICAL STORE           BAHARAGORA,AGARWAL ENTERPRISES-FINAL,OXC - SUJAL,OXC,SUJAL,CREDIT,5673.65,283.74,5,269.52,-0.43,5659,5305.89,353.11,6.24,36,7,POSTED
AE-001280,03/04/2026,BEDI MEDICALS                 TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,13156.33,657.79,5,707.02,0.44,13206,12404.71,801.29,6.07,98,15,POSTED
AE-001279,03/04/2026,JALARAM MEDICAL HALL          CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6205.48,372.37,6,291.68,0.21,6125,5635.12,489.88,8,66,12,POSTED
AE-001275,03/04/2026,RAM KRISHNA MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OZA - SUJAL/TRANSPORT,OZA,SUJAL/TRANSPORT,CREDIT,2273.66,136.44,6,106.84,-0.06,2244,2090.34,153.66,6.85,19,5,POSTED
AE-001273,03/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,#54 - SATU,#54,SATU,CREDIT,280.72,11.23,4,13.48,0.03,283,252.64,30.36,10.73,1,1,POSTED
AE-001278,03/04/2026,DR.SWATI SINGH                KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,29791.8,1489.64,5,1415.08,-0.24,29717,32174.4,-2457.4,-8.27,360,9,POSTED
AE-001272,03/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2946.6,147.42,5,139.96,-0.14,2939,3217.5,-278.5,-9.48,30,1,POSTED
AE-001270,03/04/2026,DR.SWATI SINGH                KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,25532.56,1276.57,5,1212.84,0.17,25469,23221.97,2247.03,8.82,171,18,POSTED
AE-001269,03/04/2026,DR.SWATI SINGH                KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,21053.42,1052.69,5,1000.06,0.21,21001,18948.41,2052.59,9.77,188,15,POSTED
AE-001271,03/04/2026,STEEL CITY DIGNOSTIC CENTER   BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1007.9,0,0,50.4,-0.3,1058,907.1,150.9,14.26,8,2,POSTED
AE-001274,03/04/2026,RAM KRISHNA MEDICAL(GHATSILA) GHATSILA,AGARWAL ENTERPRISES-FINAL,OZA - SUJAL/TRANSPORT,OZA,SUJAL/TRANSPORT,CREDIT,9267.76,556.05,6,435.58,-0.29,9147,8773.81,373.19,4.08,78,15,POSTED
AE-001266,03/04/2026,KHUSH MEDICAL                 KASIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,862.74,43.14,5,40.98,0.42,861,862.74,-1.74,-0.2,6,1,POSTED
AE-001276,03/04/2026,BEDI MEDICALS                 TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,9141.87,457.13,5,559.86,0.4,9245,8381.93,863.07,9.34,57,19,POSTED
AE-001264,03/04/2026,SHREE RAM MEDICINES           TELCO,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,7783.4,311.33,4,373.62,0.31,7846,7081.66,764.34,9.74,25,10,POSTED
